text,emergency_level,sentiment,is_emergency,disaster_type,source,verified,timestamp
"URGENT: devastating flooding in harbor area, 2 people trapped! Rescue needed now! #emergency ID:4875",CRITICAL,PANIC,True,FLOOD,emergency_service,True,2024-11-11 10:15:51.274300
Minor incident: dense fog affecting city center. Use caution. #6306,LOW,NEUTRAL,False,WEATHER,public,False,2024-10-28 02:57:51.317291
15 traffic signals out in metropolitan area due to dense fog. ID:1938,HIGH,NEGATIVE,True,OTHER,public,False,2024-11-05 22:20:51.289297
Building collapsed in industrial zone after extensive earthquake. 6+ people trapped. Emergency services responding. ID:6649,CRITICAL,PANIC,True,EARTHQUAKE,emergency_service,False,2024-10-25 00:07:51.276291
Minor incident: hail affecting downtown. Use caution. #9943,LOW,NEUTRAL,False,WEATHER,twitter,False,2024-10-30 05:06:51.316291
"Construction incident at riverside. Area secured, 9 workers affected. ID:3211",MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-10-19 19:23:51.297292
Traffic delay on east area: 12 minute backup due to devastating accident. ID:6547,MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-11-14 08:30:51.294292
ALERT: significant tornado approaching highway 101. 25 minutes to seek shelter! #tornado ID:1890,CRITICAL,PANIC,True,TORNADO,twitter,True,2024-10-26 21:19:51.275300
Regular update: Community event in suburban area. #1795,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,False,2024-10-28 13:14:51.322290
Evacuation center at city center reaching capacity. 12 people sheltered. ID:7321,HIGH,NEGATIVE,True,OTHER,news_agency,True,2024-10-25 09:22:51.290297
Regular update: Community event in riverside. #1223,NON_EMERGENCY,POSITIVE,False,NONE,twitter,True,2024-11-01 13:40:51.323290
Building collapsed in industrial zone after critical earthquake. 2+ people trapped. Emergency services responding. ID:2904,CRITICAL,PANIC,True,EARTHQUAKE,public,True,2024-11-10 03:05:51.276291
extensive hurricane with lightning approaching harbor area. Wind speeds 80mph. Immediate evacuation ordered! ID:5705,CRITICAL,PANIC,True,HURRICANE,public,True,2024-11-09 09:51:51.277291
Regular update: Community event in highway 101. #1043,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,False,2024-11-10 06:14:51.321293
"URGENT: critical flooding in industrial zone, 2 people trapped! Rescue needed in next 30 minutes! #emergency ID:8511",CRITICAL,PANIC,True,FLOOD,public,True,2024-10-28 23:43:51.274300
Beach hazard at metropolitan area: snow causing dangerous conditions. ID:4189,MEDIUM,NEUTRAL,True,OTHER,public,True,2024-11-04 18:03:51.300291
Dam failure imminent at east area! 30 communities at risk. Evacuate without delay! #flood ID:5431,CRITICAL,PANIC,True,FLOOD,public,True,2024-11-02 09:41:51.281293
9 traffic signals out in central park due to hail. ID:3323,HIGH,NEGATIVE,True,OTHER,public,False,2024-10-20 18:32:51.289297
Minor incident: dense fog affecting metropolitan area. Use caution. #2092,LOW,NEUTRAL,False,WEATHER,public,True,2024-11-07 16:43:51.316291
Regular update: Community event in riverside. #6314,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,False,2024-11-12 21:35:51.322290
Minor incident: severe storm affecting metropolitan area. Use caution. #5083,LOW,NEUTRAL,False,WEATHER,twitter,True,2024-11-15 06:32:51.316291
Minor incident: ice affecting metropolitan area. Use caution. #4744,LOW,NEUTRAL,False,WEATHER,news_agency,False,2024-11-16 03:43:51.316291
7 traffic signals out in route 27 due to extreme heat. ID:5506,HIGH,NEGATIVE,True,OTHER,news_agency,True,2024-10-29 06:37:51.289297
Beach hazard at east area: snow causing dangerous conditions. ID:3030,MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-11-09 09:14:51.300291
Small fire contained in interstate 95. 10 acres affected. No evacuations needed. ID:3763,MEDIUM,NEUTRAL,True,FIRE,news_agency,True,2024-10-30 10:52:51.293290
Missing person in central park: Last seen 30 hours ago during hail. ID:8456,HIGH,NEGATIVE,True,OTHER,twitter,True,2024-11-13 09:05:51.287291
Minor incident: heavy rain affecting north district. Use caution. #8128,LOW,NEUTRAL,False,WEATHER,twitter,False,2024-10-26 20:43:51.317291
Planned power outage in suburban area for 6 hours tomorrow. ID:7388,MEDIUM,NEUTRAL,True,OTHER,news_agency,True,2024-11-14 08:20:51.295291
8 traffic signals out in suburban area due to severe storm. ID:4497,HIGH,NEGATIVE,True,OTHER,twitter,True,2024-11-16 02:59:51.289297
Minor flooding in highway 101. Water level risen 7 inches due to severe storm. ID:2352,MEDIUM,NEUTRAL,True,FLOOD,emergency_service,True,2024-11-11 09:17:51.292292
25 casualties reported in considerable fire near west end. Evacuate now! #wildfire ID:7028,CRITICAL,PANIC,True,FIRE,news_agency,True,2024-11-04 03:21:51.274300
10 casualties reported in critical fire near west end. Evacuate urgently! #wildfire ID:9198,CRITICAL,PANIC,True,FIRE,news_agency,True,2024-10-26 03:01:51.274300
Minor incident: lightning affecting suburban area. Use caution. #9923,LOW,NEUTRAL,False,WEATHER,twitter,False,2024-10-18 19:54:51.317291
Wildlife alert: critical bear sighted in commercial zone. Stay alert. ID:5481,MEDIUM,NEUTRAL,True,OTHER,public,False,2024-11-16 20:24:51.296292
Minor incident: snow affecting residential district. Use caution. #6745,LOW,NEUTRAL,False,WEATHER,news_agency,True,2024-11-13 07:16:51.316291
suburban area roads flooded due to ice. 10 feet of water reported. ID:7146,HIGH,NEGATIVE,True,FLOOD,twitter,True,2024-10-21 16:21:51.282296
EMERGENCY: significant chemical spill in highway 101. 4 mile evacuation zone. Hazmat responding. ID:1891,CRITICAL,PANIC,True,HAZMAT,emergency_service,False,2024-11-16 13:01:51.279290
Regular update: Community event in harbor area. #7669,NON_EMERGENCY,POSITIVE,False,NONE,twitter,True,2024-11-17 03:03:51.323290
Hospital in downtown at 9% capacity. Seeking additional resources. ID:9906,HIGH,NEGATIVE,True,OTHER,public,True,2024-11-04 07:19:51.285293
9 aftershocks reported in east area. Magnitude extensive on Richter scale. ID:2722,HIGH,NEGATIVE,True,OTHER,emergency_service,True,2024-11-02 13:57:51.285293
Minor incident: severe storm affecting harbor area. Use caution. #1577,LOW,NEUTRAL,False,WEATHER,twitter,False,2024-10-30 18:31:51.315290
Beach hazard at east area: severe storm causing dangerous conditions. ID:2445,MEDIUM,NEUTRAL,True,OTHER,public,False,2024-10-29 09:38:51.300291
major hurricane with heavy rain approaching suburban area. Wind speeds 200mph. Immediate evacuation ordered! ID:8271,CRITICAL,PANIC,True,HURRICANE,news_agency,False,2024-11-14 23:19:51.277291
Power outage affecting 15k residents in highway 101 after strong winds. ID:8182,HIGH,NEGATIVE,True,OTHER,emergency_service,True,2024-10-19 16:48:51.283292
massive landslide reported near riverside. 9 homes at risk. ID:1710,HIGH,NEGATIVE,True,OTHER,twitter,False,2024-10-20 16:57:51.291297
Minor incident: severe storm affecting west end. Use caution. #5228,LOW,NEUTRAL,False,WEATHER,public,True,2024-11-16 19:34:51.317291
Minor incident: severe storm affecting riverside. Use caution. #8619,LOW,NEUTRAL,False,WEATHER,news_agency,False,2024-10-26 06:05:51.315290
Protest scheduled at residential district. Expecting 1000 participants. ID:3947,MEDIUM,NEUTRAL,True,OTHER,news_agency,True,2024-11-08 17:08:51.299300
Regular update: Community event in highway 101. #9913,NON_EMERGENCY,POSITIVE,False,NONE,twitter,False,2024-10-19 12:16:51.322290
Regular update: Community event in city center. #2023,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,True,2024-11-15 15:46:51.322290
Regular update: Community event in route 27. #4795,NON_EMERGENCY,POSITIVE,False,NONE,public,False,2024-11-10 14:05:51.323290
devastating hurricane with hail approaching interstate 95. Wind speeds 150mph. Immediate evacuation ordered! ID:3262,CRITICAL,PANIC,True,HURRICANE,public,True,2024-10-18 19:25:51.277291
Water contamination alert for industrial zone. Affects 2k residents. Boil advisory issued. ID:2765,HIGH,NEGATIVE,True,OTHER,news_agency,True,2024-11-03 19:43:51.286290
Regular update: Community event in city center. #1327,NON_EMERGENCY,POSITIVE,False,NONE,twitter,True,2024-11-01 11:06:51.322290
Minor incident: ice affecting harbor area. Use caution. #9395,LOW,NEUTRAL,False,WEATHER,public,True,2024-11-12 15:43:51.315290
Minor incident: heavy rain affecting south side. Use caution. #2621,LOW,NEUTRAL,False,WEATHER,twitter,True,2024-11-09 01:34:51.315290
Planned power outage in downtown for 25 hours tomorrow. ID:9487,MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-11-12 09:24:51.295291
Wildlife alert: critical bear sighted in west end. Stay alert. ID:4328,MEDIUM,NEUTRAL,True,OTHER,public,False,2024-11-04 03:43:51.296292
Regular update: Community event in main street. #6675,NON_EMERGENCY,POSITIVE,False,NONE,twitter,True,2024-10-25 03:07:51.321293
Minor incident: hail affecting suburban area. Use caution. #5518,LOW,NEUTRAL,False,WEATHER,news_agency,False,2024-11-13 04:49:51.315290
Small fire contained in route 27. 4 acres affected. No evacuations needed. ID:8792,MEDIUM,NEUTRAL,True,FIRE,public,True,2024-10-23 16:00:51.293290
Regular update: Community event in south side. #6293,NON_EMERGENCY,POSITIVE,False,NONE,public,True,2024-11-02 06:37:51.322290
Water pressure issues reported in west end. 8 households affected. ID:5895,MEDIUM,NEUTRAL,True,OTHER,twitter,False,2024-10-28 22:39:51.298305
Water contamination alert for downtown. Affects 12k residents. Boil advisory issued. ID:9716,HIGH,NEGATIVE,True,OTHER,twitter,True,2024-11-17 07:26:51.286290
Missing person in residential district: Last seen 12 hours ago during extreme heat. ID:3848,HIGH,NEGATIVE,True,OTHER,public,True,2024-11-09 11:10:51.287291
Water pressure issues reported in north district. 6 households affected. ID:7103,MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-11-05 01:28:51.298305
Small fire contained in main street. 3 acres affected. No evacuations needed. ID:6818,MEDIUM,NEUTRAL,True,FIRE,emergency_service,False,2024-11-02 18:38:51.293290
"critical brush fire near city center, spreading immediately. 9 acres affected. ID:4246",HIGH,NEGATIVE,True,FIRE,public,True,2024-10-22 08:43:51.284291
Water contamination alert for commercial zone. Affects 9k residents. Boil advisory issued. ID:9729,HIGH,NEGATIVE,True,OTHER,public,True,2024-11-06 22:33:51.286290
Water contamination alert for south side. Affects 6k residents. Boil advisory issued. ID:3080,HIGH,NEGATIVE,True,OTHER,news_agency,True,2024-11-13 12:16:51.286290
Dam failure imminent at suburban area! 9 communities at risk. Evacuate as soon as possible! #flood ID:2575,CRITICAL,PANIC,True,FLOOD,emergency_service,False,2024-10-20 20:20:51.281293
3 traffic signals out in downtown due to strong winds. ID:3335,HIGH,NEGATIVE,True,OTHER,twitter,False,2024-11-06 23:39:51.289297
6 traffic signals out in main street due to dense fog. ID:9107,HIGH,NEGATIVE,True,OTHER,twitter,True,2024-11-16 09:24:51.289297
"URGENT: considerable flooding in suburban area, 10 people trapped! Rescue needed in next 30 minutes! #emergency ID:2838",CRITICAL,PANIC,True,FLOOD,news_agency,True,2024-11-07 20:45:51.274300
Minor flooding in harbor area. Water level risen 9 inches due to lightning. ID:1455,MEDIUM,NEUTRAL,True,FLOOD,twitter,True,2024-11-15 00:58:51.292292
Regular update: Community event in main street. #5380,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,False,2024-10-19 12:19:51.322290
Small fire contained in commercial zone. 12 acres affected. No evacuations needed. ID:6090,MEDIUM,NEUTRAL,True,FIRE,public,True,2024-11-10 03:52:51.293290
Traffic delay on north district: 15 minute backup due to extensive accident. ID:3544,MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-10-22 09:47:51.294292
4 traffic signals out in city center due to extreme heat. ID:1435,HIGH,NEGATIVE,True,OTHER,twitter,True,2024-11-08 02:13:51.289297
Beach hazard at interstate 95: dense fog causing dangerous conditions. ID:1117,MEDIUM,NEUTRAL,True,OTHER,news_agency,True,2024-10-26 13:35:51.300291
Hospital in south side at 20% capacity. Seeking additional resources. ID:8547,HIGH,NEGATIVE,True,OTHER,emergency_service,True,2024-10-28 14:20:51.285293
Beach hazard at highway 101: ice causing dangerous conditions. ID:3014,MEDIUM,NEUTRAL,True,OTHER,public,True,2024-11-03 22:26:51.300291
Minor flooding in riverside. Water level risen 3 inches due to strong winds. ID:8158,MEDIUM,NEUTRAL,True,FLOOD,public,True,2024-10-28 11:35:51.292292
Regular update: Community event in suburban area. #6772,NON_EMERGENCY,POSITIVE,False,NONE,public,True,2024-11-14 16:02:51.322290
Water contamination alert for residential district. Affects 30k residents. Boil advisory issued. ID:4910,HIGH,NEGATIVE,True,OTHER,emergency_service,True,2024-10-23 18:21:51.286290
Traffic delay on city center: 15 minute backup due to serious accident. ID:3521,MEDIUM,NEUTRAL,True,OTHER,news_agency,True,2024-11-06 13:56:51.294292
Minor incident: severe storm affecting suburban area. Use caution. #1735,LOW,NEUTRAL,False,WEATHER,twitter,False,2024-11-12 09:35:51.315290
"Construction incident at city center. Area secured, 7 workers affected. ID:7481",MEDIUM,NEUTRAL,True,OTHER,twitter,False,2024-10-21 00:20:51.297292
Regular update: Community event in industrial zone. #6425,NON_EMERGENCY,POSITIVE,False,NONE,public,True,2024-10-20 18:51:51.323290
CRITICAL: extensive gas leak detected in riverside. 15 block radius being evacuated as soon as possible. ID:5328,CRITICAL,PANIC,True,OTHER,twitter,True,2024-10-24 07:59:51.278290
Missing person in south side: Last seen 30 hours ago during severe storm. ID:8828,HIGH,NEGATIVE,True,OTHER,news_agency,False,2024-11-06 00:18:51.287291
Active shooter at city center. 9 casualties reported. Police operation ongoing. Stay away! ID:2571,CRITICAL,PANIC,True,VIOLENCE,emergency_service,True,2024-10-30 06:51:51.280291
Minor incident: ice affecting highway 101. Use caution. #1018,LOW,NEUTRAL,False,WEATHER,twitter,True,2024-10-20 10:12:51.317291
ALERT: massive tornado approaching highway 101. 5 minutes to seek shelter! #tornado ID:8997,CRITICAL,PANIC,True,TORNADO,news_agency,True,2024-11-14 01:30:51.275300
Regular update: Community event in suburban area. #9581,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,False,2024-11-16 10:38:51.323290
Minor incident: ice affecting city center. Use caution. #1439,LOW,NEUTRAL,False,WEATHER,public,False,2024-10-27 01:56:51.316291
serious hurricane with strong winds approaching suburban area. Wind speeds 100mph. Immediate evacuation ordered! ID:3453,CRITICAL,PANIC,True,HURRICANE,public,True,2024-11-04 15:43:51.277291
Planned power outage in interstate 95 for 12 hours tomorrow. ID:1898,MEDIUM,NEUTRAL,True,OTHER,emergency_service,False,2024-11-03 09:44:51.295291
Wildlife alert: significant bear sighted in highway 101. Stay alert. ID:2971,MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-11-12 16:21:51.296292
Minor incident: strong winds affecting metropolitan area. Use caution. #6000,LOW,NEUTRAL,False,WEATHER,twitter,True,2024-10-18 19:50:51.315290
Missing person in riverside: Last seen 10 hours ago during snow. ID:5159,HIGH,NEGATIVE,True,OTHER,news_agency,True,2024-10-23 16:42:51.287291
Water contamination alert for harbor area. Affects 2k residents. Boil advisory issued. ID:3152,HIGH,NEGATIVE,True,OTHER,public,True,2024-11-09 01:58:51.286290
"URGENT: severe flooding in route 27, 25 people trapped! Rescue needed in next 30 minutes! #emergency ID:1083",CRITICAL,PANIC,True,FLOOD,news_agency,True,2024-10-22 00:23:51.274300
Minor incident: hail affecting riverside. Use caution. #6558,LOW,NEUTRAL,False,WEATHER,public,False,2024-11-10 23:52:51.315290
heavy rain forecast for city center. Expected duration: 10 hours. ID:9549,MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-11-13 07:14:51.292292
Regular update: Community event in industrial zone. #4391,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,True,2024-10-28 20:20:51.323290
Small fire contained in commercial zone. 25 acres affected. No evacuations needed. ID:1157,MEDIUM,NEUTRAL,True,FIRE,public,True,2024-10-22 17:11:51.293290
Active shooter at south side. 20 casualties reported. Police operation ongoing. Stay away! ID:4986,CRITICAL,PANIC,True,VIOLENCE,news_agency,True,2024-11-11 05:00:51.280291
Regular update: Community event in highway 101. #5418,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,False,2024-10-24 09:01:51.322290
Minor incident: severe storm affecting main street. Use caution. #8894,LOW,NEUTRAL,False,WEATHER,twitter,False,2024-11-09 13:30:51.316291
Evacuation center at south side reaching capacity. 3 people sheltered. ID:7761,HIGH,NEGATIVE,True,OTHER,public,True,2024-11-06 15:26:51.290297
Planned power outage in metropolitan area for 12 hours tomorrow. ID:4462,MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-10-27 21:56:51.295291
Protest scheduled at route 27. Expecting 700 participants. ID:2443,MEDIUM,NEUTRAL,True,OTHER,public,True,2024-10-30 20:29:51.299300
Beach hazard at downtown: extreme heat causing dangerous conditions. ID:8164,MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-10-30 19:27:51.300291
Regular update: Community event in residential district. #1520,NON_EMERGENCY,POSITIVE,False,NONE,public,True,2024-11-13 02:35:51.322290
2 casualties reported in massive fire near commercial zone. Evacuate immediately! #wildfire ID:3314,CRITICAL,PANIC,True,FIRE,emergency_service,True,2024-11-15 16:04:51.274300
Dam failure imminent at route 27! 2 communities at risk. Evacuate urgently! #flood ID:2489,CRITICAL,PANIC,True,FLOOD,news_agency,True,2024-10-31 02:06:51.281293
significant landslide reported near riverside. 5 homes at risk. ID:3808,HIGH,NEGATIVE,True,OTHER,news_agency,True,2024-10-26 04:47:51.291297
Building collapsed in interstate 95 after critical earthquake. 7+ people trapped. Emergency services responding. ID:1095,CRITICAL,PANIC,True,EARTHQUAKE,emergency_service,True,2024-10-18 23:50:51.276291
Minor incident: heavy rain affecting downtown. Use caution. #6918,LOW,NEUTRAL,False,WEATHER,twitter,False,2024-11-05 21:27:51.315290
massive accident on residential district: 25 vehicles involved. Multiple injuries. Avoid area now. ID:8193,CRITICAL,PANIC,True,OTHER,twitter,False,2024-11-14 10:57:51.279290
snow forecast for city center. Expected duration: 7 hours. ID:4801,MEDIUM,NEUTRAL,True,OTHER,news_agency,True,2024-10-30 18:09:51.292292
Protest scheduled at north district. Expecting 600 participants. ID:3946,MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-11-03 07:16:51.299300
Small fire contained in main street. 20 acres affected. No evacuations needed. ID:2177,MEDIUM,NEUTRAL,True,FIRE,emergency_service,True,2024-10-24 22:40:51.293290
15 casualties reported in severe fire near city center. Evacuate in next 30 minutes! #wildfire ID:2577,CRITICAL,PANIC,True,FIRE,emergency_service,True,2024-10-19 17:41:51.274300
Active shooter at route 27. 10 casualties reported. Police operation ongoing. Stay away! ID:6419,CRITICAL,PANIC,True,VIOLENCE,twitter,True,2024-11-09 11:23:51.280291
2 casualties reported in major fire near metropolitan area. Evacuate immediately! #wildfire ID:8945,CRITICAL,PANIC,True,FIRE,twitter,True,2024-10-22 06:45:51.274300
"Construction incident at west end. Area secured, 3 workers affected. ID:7591",MEDIUM,NEUTRAL,True,OTHER,twitter,False,2024-11-08 03:56:51.297292
Hospital in commercial zone at 3% capacity. Seeking additional resources. ID:6304,HIGH,NEGATIVE,True,OTHER,public,True,2024-11-01 21:18:51.285293
highway 101 roads flooded due to lightning. 15 feet of water reported. ID:2232,HIGH,NEGATIVE,True,FLOOD,twitter,True,2024-10-22 05:34:51.282296
ALERT: massive tornado approaching residential district. 2 minutes to seek shelter! #tornado ID:7930,CRITICAL,PANIC,True,TORNADO,twitter,False,2024-11-02 07:03:51.275300
severe accident on route 27: 20 vehicles involved. Multiple injuries. Avoid area immediately. ID:9917,CRITICAL,PANIC,True,OTHER,news_agency,True,2024-10-28 00:06:51.279290
Regular update: Community event in east area. #4474,NON_EMERGENCY,POSITIVE,False,NONE,public,True,2024-11-12 23:42:51.322290
Building collapsed in harbor area after major earthquake. 4+ people trapped. Emergency services responding. ID:1273,CRITICAL,PANIC,True,EARTHQUAKE,twitter,True,2024-11-14 22:35:51.276291
serious landslide reported near suburban area. 5 homes at risk. ID:3127,HIGH,NEGATIVE,True,OTHER,twitter,True,2024-11-01 01:20:51.291297
"devastating brush fire near route 27, spreading in next 30 minutes. 30 acres affected. ID:1341",HIGH,NEGATIVE,True,FIRE,emergency_service,True,2024-11-11 17:58:51.284291
Minor incident: lightning affecting harbor area. Use caution. #7689,LOW,NEUTRAL,False,WEATHER,public,False,2024-10-23 19:25:51.316291
Active shooter at west end. 15 casualties reported. Police operation ongoing. Stay away! ID:7037,CRITICAL,PANIC,True,VIOLENCE,twitter,True,2024-11-03 10:58:51.280291
Active shooter at north district. 12 casualties reported. Police operation ongoing. Stay away! ID:3476,CRITICAL,PANIC,True,VIOLENCE,twitter,True,2024-10-20 16:13:51.280291
Minor incident: strong winds affecting east area. Use caution. #7369,LOW,NEUTRAL,False,WEATHER,news_agency,True,2024-10-31 20:02:51.317291
considerable hurricane with dense fog approaching riverside. Wind speeds 150mph. Immediate evacuation ordered! ID:8089,CRITICAL,PANIC,True,HURRICANE,news_agency,True,2024-10-25 14:59:51.277291
5 aftershocks reported in route 27. Magnitude considerable on Richter scale. ID:6321,HIGH,NEGATIVE,True,OTHER,news_agency,False,2024-11-09 02:39:51.285293
12 traffic signals out in downtown due to lightning. ID:3816,HIGH,NEGATIVE,True,OTHER,public,True,2024-11-09 12:20:51.289297
Power outage affecting 12k residents in industrial zone after ice. ID:1162,HIGH,NEGATIVE,True,OTHER,public,True,2024-10-18 22:11:51.283292
Wildlife alert: critical bear sighted in east area. Stay alert. ID:8931,MEDIUM,NEUTRAL,True,OTHER,news_agency,False,2024-11-12 03:31:51.296292
"Construction incident at city center. Area secured, 20 workers affected. ID:9480",MEDIUM,NEUTRAL,True,OTHER,public,True,2024-10-26 19:11:51.297292
Regular update: Community event in residential district. #8855,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,False,2024-10-23 02:29:51.321293
Regular update: Community event in industrial zone. #2781,NON_EMERGENCY,POSITIVE,False,NONE,twitter,True,2024-11-16 23:26:51.322290
Minor incident: severe storm affecting industrial zone. Use caution. #4086,LOW,NEUTRAL,False,WEATHER,news_agency,True,2024-11-06 14:20:51.315290
Minor incident: heavy rain affecting commercial zone. Use caution. #9481,LOW,NEUTRAL,False,WEATHER,public,False,2024-11-02 00:08:51.316291
Regular update: Community event in west end. #8657,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,True,2024-11-13 17:20:51.322290
Minor incident: ice affecting city center. Use caution. #3958,LOW,NEUTRAL,False,WEATHER,public,False,2024-11-12 16:51:51.316291
8 aftershocks reported in metropolitan area. Magnitude considerable on Richter scale. ID:6362,HIGH,NEGATIVE,True,OTHER,emergency_service,False,2024-11-10 16:03:51.285293
Regular update: Community event in riverside. #2161,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,True,2024-11-07 16:40:51.323290
Small fire contained in south side. 8 acres affected. No evacuations needed. ID:9127,MEDIUM,NEUTRAL,True,FIRE,news_agency,True,2024-11-04 04:24:51.293290
Traffic delay on main street: 2 minute backup due to substantial accident. ID:5887,MEDIUM,NEUTRAL,True,OTHER,twitter,False,2024-10-26 11:20:51.294292
Minor incident: strong winds affecting commercial zone. Use caution. #1502,LOW,NEUTRAL,False,WEATHER,news_agency,False,2024-10-19 00:03:51.315290
Minor incident: dense fog affecting harbor area. Use caution. #8203,LOW,NEUTRAL,False,WEATHER,twitter,True,2024-11-10 20:11:51.316291
EMERGENCY: critical chemical spill in suburban area. 4 mile evacuation zone. Hazmat responding. ID:3023,CRITICAL,PANIC,True,HAZMAT,emergency_service,False,2024-10-29 02:53:51.279290
EMERGENCY: devastating chemical spill in interstate 95. 7 mile evacuation zone. Hazmat responding. ID:1555,CRITICAL,PANIC,True,HAZMAT,twitter,True,2024-10-26 05:08:51.279290
Minor incident: snow affecting riverside. Use caution. #1025,LOW,NEUTRAL,False,WEATHER,public,True,2024-11-01 21:58:51.315290
Power outage affecting 30k residents in industrial zone after hail. ID:6325,HIGH,NEGATIVE,True,OTHER,twitter,True,2024-11-11 22:10:51.283292
Regular update: Community event in interstate 95. #6989,NON_EMERGENCY,POSITIVE,False,NONE,twitter,True,2024-11-15 09:11:51.321293
CRITICAL: extensive gas leak detected in city center. 30 block radius being evacuated as soon as possible. ID:4709,CRITICAL,PANIC,True,OTHER,news_agency,False,2024-11-09 05:01:51.278290
"Construction incident at north district. Area secured, 20 workers affected. ID:3128",MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-11-08 17:17:51.297292
Wildlife alert: considerable bear sighted in commercial zone. Stay alert. ID:5675,MEDIUM,NEUTRAL,True,OTHER,public,True,2024-10-30 01:25:51.296292
"URGENT: extensive flooding in suburban area, 9 people trapped! Rescue needed within next hour! #emergency ID:9801",CRITICAL,PANIC,True,FLOOD,twitter,True,2024-11-16 13:25:51.274300
Regular update: Community event in east area. #6728,NON_EMERGENCY,POSITIVE,False,NONE,public,True,2024-11-03 08:18:51.322290
Minor incident: dense fog affecting riverside. Use caution. #7875,LOW,NEUTRAL,False,WEATHER,public,False,2024-10-26 07:44:51.316291
Traffic delay on east area: 8 minute backup due to significant accident. ID:9502,MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-11-02 23:06:51.294292
extensive accident on suburban area: 6 vehicles involved. Multiple injuries. Avoid area without delay. ID:1202,CRITICAL,PANIC,True,OTHER,emergency_service,True,2024-10-28 06:33:51.279290
Regular update: Community event in central park. #1457,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,True,2024-11-01 10:22:51.322290
Minor incident: extreme heat affecting central park. Use caution. #1257,LOW,NEUTRAL,False,WEATHER,news_agency,True,2024-10-19 02:55:51.317291
Hospital in highway 101 at 2% capacity. Seeking additional resources. ID:7146,HIGH,NEGATIVE,True,OTHER,twitter,True,2024-11-10 17:29:51.285293
ALERT: massive tornado approaching downtown. 15 minutes to seek shelter! #tornado ID:3802,CRITICAL,PANIC,True,TORNADO,twitter,True,2024-10-27 00:11:51.275300
"URGENT: significant flooding in industrial zone, 3 people trapped! Rescue needed urgently! #emergency ID:2102",CRITICAL,PANIC,True,FLOOD,public,True,2024-11-06 16:38:51.274300
20 aftershocks reported in highway 101. Magnitude extensive on Richter scale. ID:5709,HIGH,NEGATIVE,True,OTHER,public,True,2024-10-26 11:25:51.285293
Regular update: Community event in riverside. #6125,NON_EMERGENCY,POSITIVE,False,NONE,twitter,False,2024-11-10 12:16:51.321293
extensive hurricane with strong winds approaching metropolitan area. Wind speeds 100mph. Immediate evacuation ordered! ID:6192,CRITICAL,PANIC,True,HURRICANE,news_agency,False,2024-11-09 15:28:51.277291
major accident on city center: 8 vehicles involved. Multiple injuries. Avoid area within next hour. ID:5812,CRITICAL,PANIC,True,OTHER,public,False,2024-11-01 22:56:51.279290
Regular update: Community event in commercial zone. #7236,NON_EMERGENCY,POSITIVE,False,NONE,public,True,2024-10-24 17:22:51.323290
ALERT: severe tornado approaching north district. 30 minutes to seek shelter! #tornado ID:1381,CRITICAL,PANIC,True,TORNADO,news_agency,True,2024-10-25 14:14:51.275300
Minor incident: ice affecting route 27. Use caution. #6031,LOW,NEUTRAL,False,WEATHER,public,False,2024-10-20 10:23:51.315290
ALERT: extensive tornado approaching metropolitan area. 20 minutes to seek shelter! #tornado ID:6394,CRITICAL,PANIC,True,TORNADO,news_agency,True,2024-11-07 21:48:51.275300
devastating accident on main street: 10 vehicles involved. Multiple injuries. Avoid area within next hour. ID:5978,CRITICAL,PANIC,True,OTHER,public,True,2024-11-14 03:14:51.279290
6 aftershocks reported in highway 101. Magnitude significant on Richter scale. ID:1338,HIGH,NEGATIVE,True,OTHER,twitter,True,2024-11-08 09:45:51.285293
Beach hazard at main street: lightning causing dangerous conditions. ID:1481,MEDIUM,NEUTRAL,True,OTHER,news_agency,True,2024-11-10 11:13:51.300291
Regular update: Community event in riverside. #8280,NON_EMERGENCY,POSITIVE,False,NONE,public,False,2024-10-28 08:51:51.321293
