text,emergency_level,sentiment,is_emergency,disaster_type,verified,timestamp
"Caller: There's a fire in my building at Park Lane! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,False,2024-11-02 20:03:44.560386
"Caller: My neighbor is acting strangely at Central Park. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,False,2024-11-10 21:47:44.564390
"Caller: We have a choking here. It happened 5 minutes ago. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-10-20 13:58:44.562384
"Caller: There’s a loud party at Broadway. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,True,2024-11-03 23:56:44.567393
"Caller: My cat is stuck in a tree at Broadway. Can you help?
Operator: Please contact animal control for assistance.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-11-05 06:28:44.570385
"Caller: I see smoke coming from a building at Central Park.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,False,2024-11-11 12:16:44.563383
"Caller: I heard gunshots near Suburban area. I think someone is hurt!
Operator: Stay inside and stay safe. Police are on their way.",CRITICAL,PANIC,True,OTHER,True,2024-10-19 08:23:44.560386
"Caller: Can you tell me if the community center is open today?
Operator: This line is for emergencies only. Please contact the center directly.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-10-24 13:04:44.569389
"Caller: There's a flooded road at Central Park. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,True,2024-10-21 13:27:44.561393
"Caller: There's been a car accident at Central Park. We need help immediately!
Operator: Stay calm. Emergency services are on their way.
Caller: Please hurry, people are hurt!",CRITICAL,PANIC,True,OTHER,True,2024-11-15 04:53:44.558388
"Caller: I just witnessed a minor house fire on Park Lane. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,True,2024-11-04 17:48:44.563383
"Caller: I heard gunshots near Park Lane. I think someone is hurt!
Operator: Stay inside and stay safe. Police are on their way.",CRITICAL,PANIC,True,OTHER,False,2024-10-22 16:35:44.560386
"Caller: My neighbor is acting strangely at Industrial zone. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,True,2024-10-21 05:48:44.564390
"Caller: There’s a loud party at 5th Avenue. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,True,2024-11-09 22:53:44.567393
"Caller: There’s a traffic jam on Riverside due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-10-31 08:44:44.566389
"Caller: Can you tell me if the community center is open today?
Operator: This line is for emergencies only. Please contact the center directly.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-11-12 10:47:44.569389
"Caller: There’s a loud party at Industrial zone. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,True,2024-10-25 15:47:44.567393
"Caller: I heard gunshots near Elm Ave. I think someone is hurt!
Operator: Stay inside and stay safe. Police are on their way.",CRITICAL,PANIC,True,OTHER,True,2024-10-30 14:42:44.560386
"Caller: There's been a robbery at Main St. We need help immediately!
Operator: Stay calm. Emergency services are on their way.
Caller: Please hurry, people are hurt!",CRITICAL,PANIC,True,OTHER,True,2024-11-06 22:43:44.558388
"Caller: We have a severe bleeding here. It happened just now. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-11-06 06:47:44.562384
"Caller: My neighbor is acting strangely at Industrial zone. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,True,2024-11-17 08:10:44.564390
"Caller: My friend is having a choking at Industrial zone. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,False,2024-11-17 09:47:44.559383
"Caller: I see smoke coming from a building at Elm Ave.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,False,2024-11-14 13:30:44.563383
"Caller: There's a medical emergency at Industrial zone. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,True,2024-11-14 22:05:44.561393
"Caller: I see smoke coming from a building at Main St.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,True,2024-10-19 21:32:44.563383
"Caller: Can you tell me if the community center is open today?
Operator: This line is for emergencies only. Please contact the center directly.",NON_EMERGENCY,POSITIVE,False,OTHER,False,2024-10-30 07:02:44.569389
"Caller: There's a fire in my building at Main St! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,False,2024-10-27 10:49:44.560386
"Caller: There’s a loud party at Downtown. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,True,2024-11-15 04:29:44.567393
"Caller: My friend is having a choking at Park Lane. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,True,2024-10-26 22:08:44.559383
"Caller: Can you tell me if the community center is open today?
Operator: This line is for emergencies only. Please contact the center directly.",NON_EMERGENCY,POSITIVE,False,OTHER,False,2024-10-22 21:57:44.569389
"Caller: I just witnessed a minor gas leak on Riverside. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,True,2024-10-29 08:17:44.563383
"Caller: There's been a shooting at 5th Avenue. We need help immediately!
Operator: Stay calm. Emergency services are on their way.
Caller: Please hurry, people are hurt!",CRITICAL,PANIC,True,OTHER,True,2024-10-30 16:59:44.558388
"Caller: My cat is stuck in a tree at Suburban area. Can you help?
Operator: Please contact animal control for assistance.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-10-31 00:21:44.570385
"Caller: I just witnessed a minor flooded road on Industrial zone. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,True,2024-11-08 02:07:44.563383
"Caller: There’s a loud party at Industrial zone. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,True,2024-11-04 02:40:44.567393
"Caller: There’s a traffic jam on Park Lane due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,False,2024-11-16 17:21:44.566389
"Caller: There’s a loud party at Industrial zone. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,False,2024-10-20 14:01:44.567393
"Caller: I see smoke coming from a building at Park Lane.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,True,2024-10-23 12:57:44.563383
"Caller: There's been a flooded road at Park Lane. We need help immediately!
Operator: Stay calm. Emergency services are on their way.
Caller: Please hurry, people are hurt!",CRITICAL,PANIC,True,OTHER,True,2024-10-23 06:47:44.558388
"Caller: I just witnessed a minor robbery on Elm Ave. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,True,2024-10-24 03:39:44.563383
"Caller: There's a fire in my building at Industrial zone! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,True,2024-11-07 19:41:44.560386
"Caller: I see smoke coming from a building at Central Park.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,False,2024-10-27 11:39:44.563383
"Caller: There’s a loud party at Main St. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,False,2024-10-27 23:44:44.567393
"Caller: My neighbor is acting strangely at Park Lane. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,True,2024-10-21 19:29:44.564390
"Caller: My friend is having a choking at Downtown. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,True,2024-11-01 02:57:44.559383
"Caller: We have a allergic reaction here. It happened recently. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-11-02 14:03:44.562384
"Caller: I just witnessed a minor domestic disturbance on 5th Avenue. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,True,2024-11-03 01:23:44.563383
"Caller: There’s a traffic jam on Downtown due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-10-31 06:15:44.566389
"Caller: There's been a house fire at Riverside. We need help immediately!
Operator: Stay calm. Emergency services are on their way.
Caller: Please hurry, people are hurt!",CRITICAL,PANIC,True,OTHER,True,2024-10-25 12:31:44.558388
"Caller: There’s a traffic jam on Main St due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-10-22 10:06:44.566389
"Caller: My friend is having a severe bleeding at Central Park. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,True,2024-10-31 08:18:44.559383
"Caller: We have a heart attack here. It happened recently. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-10-29 19:05:44.562384
"Caller: My neighbor is acting strangely at 5th Avenue. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,False,2024-10-21 15:07:44.564390
"Caller: My friend is having a choking at Suburban area. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,True,2024-10-23 15:18:44.559383
"Caller: I see smoke coming from a building at Park Lane.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,True,2024-10-31 04:43:44.563383
"Caller: There’s a traffic jam on 5th Avenue due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-11-02 07:10:44.566389
"Caller: We have a allergic reaction here. It happened a few moments ago. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-11-15 07:59:44.562384
"Caller: My neighbor is acting strangely at 5th Avenue. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,True,2024-11-17 03:24:44.564390
"Caller: My cat is stuck in a tree at Elm Ave. Can you help?
Operator: Please contact animal control for assistance.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-10-29 07:46:44.570385
"Caller: There's been a suspicious package at Broadway. We need help immediately!
Operator: Stay calm. Emergency services are on their way.
Caller: Please hurry, people are hurt!",CRITICAL,PANIC,True,OTHER,True,2024-10-30 20:55:44.558388
"Caller: We have a heart attack here. It happened just now. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-11-15 14:37:44.562384
"Caller: My friend is having a allergic reaction at Central Park. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,True,2024-10-25 10:08:44.559383
"Caller: There's been a flooded road at Suburban area. We need help immediately!
Operator: Stay calm. Emergency services are on their way.
Caller: Please hurry, people are hurt!",CRITICAL,PANIC,True,OTHER,True,2024-10-30 09:31:44.558388
"Caller: We have a choking here. It happened 10 minutes ago. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-10-27 15:09:44.562384
"Caller: I just witnessed a minor shooting on Riverside. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,True,2024-11-06 05:55:44.563383
"Caller: I heard gunshots near Elm Ave. I think someone is hurt!
Operator: Stay inside and stay safe. Police are on their way.",CRITICAL,PANIC,True,OTHER,True,2024-10-21 04:22:44.560386
"Caller: My cat is stuck in a tree at Downtown. Can you help?
Operator: Please contact animal control for assistance.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-11-08 15:24:44.570385
"Caller: Can you tell me if the community center is open today?
Operator: This line is for emergencies only. Please contact the center directly.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-11-02 05:32:44.569389
"Caller: There’s a traffic jam on Broadway due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-10-29 11:58:44.566389
"Caller: There's been a shooting at Suburban area. We need help immediately!
Operator: Stay calm. Emergency services are on their way.
Caller: Please hurry, people are hurt!",CRITICAL,PANIC,True,OTHER,True,2024-10-19 17:51:44.558388
"Caller: I heard gunshots near 5th Avenue. I think someone is hurt!
Operator: Stay inside and stay safe. Police are on their way.",CRITICAL,PANIC,True,OTHER,True,2024-10-19 23:37:44.560386
"Caller: We have a severe bleeding here. It happened recently. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-11-06 19:51:44.562384
"Caller: There's been a gas leak at Elm Ave. We need help immediately!
Operator: Stay calm. Emergency services are on their way.
Caller: Please hurry, people are hurt!",CRITICAL,PANIC,True,OTHER,True,2024-10-25 04:42:44.558388
"Caller: I just witnessed a minor robbery on Elm Ave. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,True,2024-11-04 12:28:44.563383
"Caller: There’s a loud party at Park Lane. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,True,2024-11-12 03:13:44.567393
"Caller: There’s a traffic jam on Elm Ave due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-10-21 17:58:44.566389
"Caller: There's a robbery at Central Park. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,True,2024-11-09 06:14:44.561393
"Caller: My cat is stuck in a tree at Main St. Can you help?
Operator: Please contact animal control for assistance.",NON_EMERGENCY,POSITIVE,False,OTHER,False,2024-11-15 01:23:44.570385
"Caller: There's a car accident at Park Lane. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,True,2024-10-19 21:43:44.561393
"Caller: There's been a missing child at 5th Avenue. We need help immediately!
Operator: Stay calm. Emergency services are on their way.
Caller: Please hurry, people are hurt!",CRITICAL,PANIC,True,OTHER,True,2024-10-21 01:17:44.558388
"Caller: Can you tell me if the community center is open today?
Operator: This line is for emergencies only. Please contact the center directly.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-11-09 17:08:44.569389
"Caller: There’s a loud party at Riverside. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,True,2024-11-01 16:24:44.567393
"Caller: My friend is having a stroke at Riverside. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,True,2024-11-14 22:01:44.559383
"Caller: There’s a loud party at Main St. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,True,2024-11-01 16:00:44.567393
"Caller: There's been a car accident at 5th Avenue. We need help immediately!
Operator: Stay calm. Emergency services are on their way.
Caller: Please hurry, people are hurt!",CRITICAL,PANIC,True,OTHER,False,2024-11-08 02:51:44.558388
"Caller: I see smoke coming from a building at Elm Ave.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,True,2024-11-15 09:49:44.563383
"Caller: My neighbor is acting strangely at Elm Ave. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,True,2024-11-13 09:10:44.564390
"Caller: My cat is stuck in a tree at Main St. Can you help?
Operator: Please contact animal control for assistance.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-10-27 09:44:44.570385
"Caller: My neighbor is acting strangely at Main St. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,False,2024-11-01 23:11:44.564390
"Caller: I just witnessed a minor gas leak on Central Park. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,True,2024-11-13 19:12:44.563383
"Caller: There's been a missing child at 5th Avenue. We need help immediately!
Operator: Stay calm. Emergency services are on their way.
Caller: Please hurry, people are hurt!",CRITICAL,PANIC,True,OTHER,True,2024-11-06 08:57:44.558388
"Caller: We have a stroke here. It happened 10 minutes ago. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-10-23 00:13:44.562384
"Caller: I just witnessed a minor gas leak on Downtown. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,True,2024-11-08 18:49:44.563383
"Caller: Can you tell me if the community center is open today?
Operator: This line is for emergencies only. Please contact the center directly.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-11-08 05:29:44.569389
"Caller: There’s a traffic jam on Broadway due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-10-28 20:39:44.566389
"Caller: Can you tell me if the community center is open today?
Operator: This line is for emergencies only. Please contact the center directly.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-11-12 10:51:44.569389
"Caller: I just witnessed a minor suspicious package on Industrial zone. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,True,2024-10-28 17:55:44.563383
"Caller: My cat is stuck in a tree at Industrial zone. Can you help?
Operator: Please contact animal control for assistance.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-10-27 04:43:44.570385
"Caller: There’s a traffic jam on Suburban area due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,False,2024-11-03 08:33:44.566389
"Caller: There’s a loud party at Industrial zone. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,True,2024-10-31 13:49:44.567393
"Caller: There’s a traffic jam on 5th Avenue due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-11-15 06:12:44.566389
"Caller: There's a fire in my building at Central Park! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,True,2024-11-03 17:02:44.560386
"Caller: I just witnessed a minor shooting on Broadway. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,True,2024-10-22 18:02:44.563383
"Caller: My cat is stuck in a tree at Broadway. Can you help?
Operator: Please contact animal control for assistance.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-11-01 10:54:44.570385
"Caller: There's a fire in my building at Industrial zone! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,True,2024-10-26 03:13:44.560386
"Caller: I see smoke coming from a building at Central Park.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,False,2024-10-20 19:59:44.563383
"Caller: We have a severe bleeding here. It happened a few moments ago. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,False,2024-11-11 19:43:44.562384
"Caller: We have a stroke here. It happened 10 minutes ago. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-11-02 06:58:44.562384
"Caller: There's a fire in my building at Central Park! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,True,2024-11-15 19:52:44.560386
"Caller: I see smoke coming from a building at Riverside.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,True,2024-11-01 01:45:44.563383
"Caller: My friend is having a allergic reaction at Downtown. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,True,2024-11-06 09:56:44.559383
"Caller: We have a allergic reaction here. It happened just now. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-11-13 05:17:44.562384
"Caller: I see smoke coming from a building at Riverside.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,True,2024-11-08 22:17:44.563383
"Caller: My cat is stuck in a tree at Suburban area. Can you help?
Operator: Please contact animal control for assistance.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-11-06 18:02:44.570385
"Caller: We have a choking here. It happened 5 minutes ago. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-11-07 09:44:44.562384
"Caller: I heard gunshots near Industrial zone. I think someone is hurt!
Operator: Stay inside and stay safe. Police are on their way.",CRITICAL,PANIC,True,OTHER,True,2024-10-24 23:55:44.560386
"Caller: My friend is having a allergic reaction at 5th Avenue. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,True,2024-10-20 19:49:44.559383
"Caller: I see smoke coming from a building at Broadway.
Operator: Fire services have been notified. Stay away from the area.",HIGH,NEGATIVE,True,FIRE,True,2024-10-25 21:43:44.563383
"Caller: We have a severe bleeding here. It happened just now. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-10-28 04:29:44.562384
"Caller: There's a fire in my building at Park Lane! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,True,2024-10-31 03:57:44.560386
"Caller: My friend is having a stroke at Industrial zone. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,True,2024-10-20 05:28:44.559383
"Caller: There's a robbery at Central Park. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,True,2024-11-12 02:35:44.561393
"Caller: My neighbor is acting strangely at Industrial zone. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,False,2024-11-16 07:11:44.564390
"Caller: My friend is having a severe bleeding at Downtown. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,True,2024-10-19 23:46:44.559383
"Caller: I just witnessed a minor domestic disturbance on Elm Ave. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,True,2024-10-22 14:31:44.563383
"Caller: Can you tell me if the community center is open today?
Operator: This line is for emergencies only. Please contact the center directly.",NON_EMERGENCY,POSITIVE,False,OTHER,False,2024-11-08 20:40:44.569389
"Caller: We have a choking here. It happened 10 minutes ago. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-11-04 08:35:44.562384
"Caller: There’s a traffic jam on Industrial zone due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-11-06 05:55:44.566389
"Caller: There’s a loud party at Downtown. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,True,2024-11-01 17:46:44.567393
"Caller: My friend is having a choking at Downtown. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,True,2024-11-05 07:07:44.559383
"Caller: There’s a loud party at Industrial zone. It’s been going on for hours.
Operator: We’ll notify local police to check it out.",LOW,NEUTRAL,True,OTHER,True,2024-10-30 06:03:44.567393
"Caller: My friend is having a allergic reaction at Main St. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,True,2024-10-22 03:13:44.559383
"Caller: There's a fire in my building at Park Lane! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,True,2024-11-13 03:59:44.560386
"Caller: There's a fire in my building at 5th Avenue! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,True,2024-11-12 23:02:44.560386
"Caller: My neighbor is acting strangely at Central Park. It might be nothing, but I’m concerned.
Operator: We'll send someone to check on the situation.",MEDIUM,NEUTRAL,True,OTHER,False,2024-11-09 15:16:44.564390
"Caller: My friend is having a heart attack at 5th Avenue. Please send an ambulance fast!
Operator: An ambulance is on the way. Keep your friend comfortable and stay on the line.",CRITICAL,PANIC,True,OTHER,True,2024-10-23 15:38:44.559383
"Caller: We have a severe bleeding here. It happened just now. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-10-30 15:25:44.562384
"Caller: There’s a traffic jam on Industrial zone due to a small accident.
Operator: Thanks for letting us know. We’ll send a traffic officer.",LOW,NEUTRAL,True,TRAFFIC,True,2024-11-12 22:33:44.566389
"Caller: I just witnessed a minor missing child on Central Park. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,True,2024-11-16 21:32:44.563383
"Caller: There's a car accident at Riverside. It looks bad.
Operator: Are there any injuries?
Caller: I’m not sure, but it looks serious.",HIGH,NEGATIVE,True,OTHER,True,2024-10-23 10:43:44.561393
"Caller: My cat is stuck in a tree at Park Lane. Can you help?
Operator: Please contact animal control for assistance.",NON_EMERGENCY,POSITIVE,False,OTHER,False,2024-11-06 16:44:44.570385
"Caller: There's a fire in my building at Main St! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,False,2024-10-22 04:34:44.560386
"Caller: There's a fire in my building at Main St! It's spreading quickly!
Operator: Evacuate the building immediately. Firefighters are on their way.",CRITICAL,PANIC,True,FIRE,True,2024-11-05 11:46:44.560386
"Caller: Can you tell me if the community center is open today?
Operator: This line is for emergencies only. Please contact the center directly.",NON_EMERGENCY,POSITIVE,False,OTHER,True,2024-11-01 08:14:44.569389
"Caller: I just witnessed a minor suspicious package on Downtown. It doesn’t look like anyone is hurt.
Operator: Thank you for the report. We'll check it out.",MEDIUM,NEUTRAL,True,OTHER,True,2024-10-25 04:45:44.563383
"Caller: We have a allergic reaction here. It happened just now. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,True,2024-10-30 10:02:44.562384
"Caller: There's been a suspicious package at Riverside. We need help immediately!
Operator: Stay calm. Emergency services are on their way.
Caller: Please hurry, people are hurt!",CRITICAL,PANIC,True,OTHER,False,2024-11-10 17:01:44.558388
"Caller: There's been a flooded road at Central Park. We need help immediately!
Operator: Stay calm. Emergency services are on their way.
Caller: Please hurry, people are hurt!",CRITICAL,PANIC,True,OTHER,False,2024-11-06 18:27:44.558388
"Caller: We have a stroke here. It happened 10 minutes ago. What should we do?
Operator: Help is on the way. Please stay with the patient.",HIGH,NEGATIVE,True,OTHER,False,2024-10-24 12:09:44.562384
