text,emergency_level,sentiment,is_emergency,disaster_type,source,verified,timestamp
Traffic delay on residential district: 5 minute backup due to major accident. ID:3707,MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-10-30 09:35:00.606075
Minor incident: dense fog affecting north district. Use caution. #3881,LOW,NEUTRAL,False,WEATHER,public,False,2024-11-14 11:47:00.632441
Regular update: Community event in central park. #5307,NON_EMERGENCY,POSITIVE,False,NONE,twitter,False,2024-11-05 05:05:00.642039
6 traffic signals out in west end due to heavy rain. ID:1265,HIGH,NEGATIVE,True,OTHER,public,True,2024-11-04 14:59:00.600076
Evacuation center at residential district reaching capacity. 12 people sheltered. ID:7046,HIGH,NEGATIVE,True,OTHER,twitter,True,2024-11-01 16:41:00.601091
Minor flooding in city center. Water level risen 2 inches due to ice. ID:2436,MEDIUM,NEUTRAL,True,FLOOD,news_agency,True,2024-11-07 23:50:00.603076
Water contamination alert for downtown. Affects 2k residents. Boil advisory issued. ID:5172,HIGH,NEGATIVE,True,OTHER,public,False,2024-11-05 00:21:00.598077
Water contamination alert for route 27. Affects 15k residents. Boil advisory issued. ID:8619,HIGH,NEGATIVE,True,OTHER,news_agency,True,2024-11-03 10:10:00.598077
3 aftershocks reported in riverside. Magnitude major on Richter scale. ID:5003,HIGH,NEGATIVE,True,OTHER,twitter,False,2024-10-23 13:55:00.595077
Power outage affecting 3k residents in interstate 95 after dense fog. ID:3246,HIGH,NEGATIVE,True,OTHER,twitter,False,2024-10-25 02:26:00.593077
Regular update: Community event in downtown. #6662,NON_EMERGENCY,POSITIVE,False,NONE,public,False,2024-10-24 14:37:00.639890
Minor incident: hail affecting interstate 95. Use caution. #3336,LOW,NEUTRAL,False,WEATHER,twitter,False,2024-10-19 21:53:00.634568
"Construction incident at north district. Area secured, 5 workers affected. ID:8474",MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-10-27 16:28:00.609721
Regular update: Community event in metropolitan area. #1834,NON_EMERGENCY,POSITIVE,False,NONE,public,False,2024-10-19 07:27:00.642039
Active shooter at interstate 95. 3 casualties reported. Police operation ongoing. Stay away! ID:6551,CRITICAL,PANIC,True,VIOLENCE,twitter,True,2024-11-14 15:16:00.589081
Minor incident: dense fog affecting metropolitan area. Use caution. #2220,LOW,NEUTRAL,False,WEATHER,twitter,True,2024-11-10 12:58:00.634568
"Construction incident at city center. Area secured, 7 workers affected. ID:4141",MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-11-10 00:50:00.609721
Minor incident: ice affecting north district. Use caution. #1668,LOW,NEUTRAL,False,WEATHER,news_agency,False,2024-10-20 07:09:00.634568
substantial landslide reported near industrial zone. 25 homes at risk. ID:1523,HIGH,NEGATIVE,True,OTHER,public,True,2024-10-20 05:57:00.602076
Planned power outage in residential district for 10 hours tomorrow. ID:9554,MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-11-05 14:02:00.607076
"URGENT: extensive flooding in city center, 8 people trapped! Rescue needed as soon as possible! #emergency ID:6518",CRITICAL,PANIC,True,FLOOD,emergency_service,False,2024-11-06 17:33:00.577082
20 traffic signals out in city center due to lightning. ID:9466,HIGH,NEGATIVE,True,OTHER,emergency_service,True,2024-11-05 12:52:00.600076
Minor flooding in harbor area. Water level risen 2 inches due to heavy rain. ID:1604,MEDIUM,NEUTRAL,True,FLOOD,twitter,False,2024-11-03 13:49:00.603076
Minor incident: lightning affecting west end. Use caution. #8356,LOW,NEUTRAL,False,WEATHER,news_agency,True,2024-11-13 16:00:00.634568
Wildlife alert: substantial bear sighted in industrial zone. Stay alert. ID:8493,MEDIUM,NEUTRAL,True,OTHER,public,False,2024-10-20 17:12:00.608076
12 aftershocks reported in interstate 95. Magnitude major on Richter scale. ID:9597,HIGH,NEGATIVE,True,OTHER,twitter,True,2024-11-10 21:42:00.595077
serious hurricane with snow approaching interstate 95. Wind speeds 150mph. Immediate evacuation ordered! ID:4341,CRITICAL,PANIC,True,HURRICANE,news_agency,True,2024-11-08 03:17:00.583081
Minor incident: ice affecting highway 101. Use caution. #5650,LOW,NEUTRAL,False,WEATHER,public,True,2024-11-12 09:55:00.632441
7 aftershocks reported in west end. Magnitude major on Richter scale. ID:8330,HIGH,NEGATIVE,True,OTHER,public,True,2024-10-19 15:32:00.595077
Small fire contained in east area. 25 acres affected. No evacuations needed. ID:4151,MEDIUM,NEUTRAL,True,FIRE,twitter,False,2024-11-07 03:13:00.605076
Regular update: Community event in riverside. #6541,NON_EMERGENCY,POSITIVE,False,NONE,twitter,True,2024-10-31 18:31:00.641033
EMERGENCY: serious chemical spill in central park. 25 mile evacuation zone. Hazmat responding. ID:9602,CRITICAL,PANIC,True,HAZMAT,news_agency,True,2024-11-06 04:27:00.588080
Evacuation center at city center reaching capacity. 2 people sheltered. ID:2295,HIGH,NEGATIVE,True,OTHER,twitter,False,2024-10-26 21:18:00.601091
8 traffic signals out in east area due to snow. ID:6482,HIGH,NEGATIVE,True,OTHER,public,True,2024-11-06 07:39:00.600076
Power outage affecting 7k residents in commercial zone after heavy rain. ID:6205,HIGH,NEGATIVE,True,OTHER,news_agency,True,2024-10-24 01:46:00.593077
Beach hazard at west end: snow causing dangerous conditions. ID:2891,MEDIUM,NEUTRAL,True,OTHER,news_agency,True,2024-11-15 01:57:00.613026
3 aftershocks reported in city center. Magnitude massive on Richter scale. ID:3113,HIGH,NEGATIVE,True,OTHER,emergency_service,False,2024-11-04 23:43:00.595077
ALERT: critical tornado approaching harbor area. 10 minutes to seek shelter! #tornado ID:7375,CRITICAL,PANIC,True,TORNADO,emergency_service,True,2024-11-05 20:15:00.580082
Regular update: Community event in riverside. #3875,NON_EMERGENCY,POSITIVE,False,NONE,twitter,False,2024-10-24 12:14:00.641033
Regular update: Community event in north district. #6095,NON_EMERGENCY,POSITIVE,False,NONE,public,True,2024-11-14 19:09:00.639890
Minor incident: severe storm affecting commercial zone. Use caution. #8621,LOW,NEUTRAL,False,WEATHER,public,False,2024-10-19 18:38:00.633504
Regular update: Community event in downtown. #2918,NON_EMERGENCY,POSITIVE,False,NONE,public,True,2024-11-01 00:11:00.642039
"serious brush fire near commercial zone, spreading urgently. 10 acres affected. ID:9709",HIGH,NEGATIVE,True,FIRE,twitter,True,2024-11-01 23:55:00.594077
"Construction incident at south side. Area secured, 25 workers affected. ID:3561",MEDIUM,NEUTRAL,True,OTHER,emergency_service,False,2024-11-05 01:04:00.609721
Regular update: Community event in commercial zone. #4991,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,False,2024-10-29 15:32:00.639890
Minor incident: strong winds affecting highway 101. Use caution. #1770,LOW,NEUTRAL,False,WEATHER,public,True,2024-11-04 16:25:00.634568
Regular update: Community event in residential district. #9645,NON_EMERGENCY,POSITIVE,False,NONE,twitter,False,2024-10-23 02:37:00.643058
20 aftershocks reported in main street. Magnitude major on Richter scale. ID:6165,HIGH,NEGATIVE,True,OTHER,emergency_service,False,2024-10-19 21:05:00.595077
10 traffic signals out in commercial zone due to extreme heat. ID:9288,HIGH,NEGATIVE,True,OTHER,news_agency,True,2024-11-14 00:07:00.600076
Hospital in south side at 8% capacity. Seeking additional resources. ID:7780,HIGH,NEGATIVE,True,OTHER,news_agency,True,2024-10-24 00:58:00.597076
Traffic delay on route 27: 9 minute backup due to extensive accident. ID:3719,MEDIUM,NEUTRAL,True,OTHER,emergency_service,False,2024-10-18 23:44:00.606075
Minor incident: strong winds affecting route 27. Use caution. #1886,LOW,NEUTRAL,False,WEATHER,twitter,False,2024-10-21 13:07:00.633504
Evacuation center at east area reaching capacity. 6 people sheltered. ID:9334,HIGH,NEGATIVE,True,OTHER,emergency_service,False,2024-11-10 23:24:00.601091
Planned power outage in metropolitan area for 3 hours tomorrow. ID:1862,MEDIUM,NEUTRAL,True,OTHER,news_agency,False,2024-11-11 17:14:00.607076
ALERT: substantial tornado approaching city center. 2 minutes to seek shelter! #tornado ID:8057,CRITICAL,PANIC,True,TORNADO,public,False,2024-11-12 03:49:00.580082
Regular update: Community event in central park. #3356,NON_EMERGENCY,POSITIVE,False,NONE,twitter,False,2024-11-14 18:45:00.641033
west end roads flooded due to snow. 7 feet of water reported. ID:4845,HIGH,NEGATIVE,True,FLOOD,news_agency,True,2024-10-19 23:07:00.592081
Minor incident: snow affecting riverside. Use caution. #1289,LOW,NEUTRAL,False,WEATHER,twitter,False,2024-10-31 07:01:00.634568
"Construction incident at south side. Area secured, 2 workers affected. ID:4070",MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-10-23 23:34:00.609721
Minor incident: extreme heat affecting main street. Use caution. #6393,LOW,NEUTRAL,False,WEATHER,public,True,2024-10-20 14:31:00.633504
Missing person in interstate 95: Last seen 15 hours ago during lightning. ID:5602,HIGH,NEGATIVE,True,OTHER,public,False,2024-11-01 20:44:00.599076
Minor incident: strong winds affecting highway 101. Use caution. #8887,LOW,NEUTRAL,False,WEATHER,twitter,True,2024-10-25 20:34:00.634568
Regular update: Community event in suburban area. #4130,NON_EMERGENCY,POSITIVE,False,NONE,twitter,False,2024-10-26 18:11:00.639890
industrial zone roads flooded due to ice. 7 feet of water reported. ID:6916,HIGH,NEGATIVE,True,FLOOD,emergency_service,False,2024-11-15 16:30:00.592081
Traffic delay on route 27: 25 minute backup due to significant accident. ID:7310,MEDIUM,NEUTRAL,True,OTHER,twitter,False,2024-10-26 14:14:00.606075
Minor incident: strong winds affecting riverside. Use caution. #3222,LOW,NEUTRAL,False,WEATHER,public,True,2024-11-04 12:25:00.633504
Water contamination alert for downtown. Affects 30k residents. Boil advisory issued. ID:2088,HIGH,NEGATIVE,True,OTHER,news_agency,True,2024-10-30 05:28:00.598077
Missing person in metropolitan area: Last seen 30 hours ago during dense fog. ID:2771,HIGH,NEGATIVE,True,OTHER,public,True,2024-10-27 03:54:00.599076
CRITICAL: substantial gas leak detected in highway 101. 5 block radius being evacuated urgently. ID:3458,CRITICAL,PANIC,True,OTHER,twitter,True,2024-10-22 16:53:00.585080
Protest scheduled at metropolitan area. Expecting 2500 participants. ID:3876,MEDIUM,NEUTRAL,True,OTHER,public,True,2024-11-08 19:46:00.611917
Evacuation center at suburban area reaching capacity. 6 people sheltered. ID:4275,HIGH,NEGATIVE,True,OTHER,news_agency,True,2024-10-19 09:38:00.601091
Traffic delay on suburban area: 7 minute backup due to substantial accident. ID:3755,MEDIUM,NEUTRAL,True,OTHER,public,True,2024-11-14 17:26:00.606075
25 casualties reported in severe fire near commercial zone. Evacuate immediately! #wildfire ID:4143,CRITICAL,PANIC,True,FIRE,news_agency,True,2024-10-24 22:13:00.579077
Evacuation center at downtown reaching capacity. 20 people sheltered. ID:5061,HIGH,NEGATIVE,True,OTHER,twitter,True,2024-11-11 19:03:00.601091
Water contamination alert for residential district. Affects 6k residents. Boil advisory issued. ID:5810,HIGH,NEGATIVE,True,OTHER,public,True,2024-10-27 20:31:00.598077
ALERT: devastating tornado approaching central park. 7 minutes to seek shelter! #tornado ID:4721,CRITICAL,PANIC,True,TORNADO,news_agency,True,2024-10-21 15:48:00.580082
Wildlife alert: critical bear sighted in main street. Stay alert. ID:3236,MEDIUM,NEUTRAL,True,OTHER,twitter,False,2024-10-27 08:30:00.608076
Minor incident: lightning affecting metropolitan area. Use caution. #9671,LOW,NEUTRAL,False,WEATHER,twitter,True,2024-11-04 19:21:00.634568
Minor incident: extreme heat affecting central park. Use caution. #9061,LOW,NEUTRAL,False,WEATHER,twitter,True,2024-10-28 10:24:00.633504
massive hurricane with hail approaching metropolitan area. Wind speeds 120mph. Immediate evacuation ordered! ID:3477,CRITICAL,PANIC,True,HURRICANE,news_agency,True,2024-11-02 17:37:00.583081
Missing person in city center: Last seen 12 hours ago during hail. ID:3866,HIGH,NEGATIVE,True,OTHER,news_agency,False,2024-11-06 13:23:00.599076
snow forecast for residential district. Expected duration: 5 hours. ID:6427,MEDIUM,NEUTRAL,True,OTHER,emergency_service,False,2024-10-26 07:49:00.604090
residential district roads flooded due to severe storm. 5 feet of water reported. ID:4979,HIGH,NEGATIVE,True,FLOOD,emergency_service,True,2024-10-31 04:39:00.592081
severe storm forecast for city center. Expected duration: 5 hours. ID:8626,MEDIUM,NEUTRAL,True,OTHER,twitter,False,2024-11-14 16:10:00.604090
severe storm forecast for metropolitan area. Expected duration: 10 hours. ID:4919,MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-11-14 07:00:00.604090
Water pressure issues reported in highway 101. 3 households affected. ID:9781,MEDIUM,NEUTRAL,True,OTHER,news_agency,True,2024-11-04 20:46:00.610805
Minor incident: severe storm affecting metropolitan area. Use caution. #5937,LOW,NEUTRAL,False,WEATHER,twitter,False,2024-10-25 03:26:00.634568
ALERT: significant tornado approaching city center. 30 minutes to seek shelter! #tornado ID:3787,CRITICAL,PANIC,True,TORNADO,emergency_service,True,2024-11-16 05:36:00.580082
Minor incident: strong winds affecting industrial zone. Use caution. #2052,LOW,NEUTRAL,False,WEATHER,twitter,False,2024-11-14 07:47:00.634568
Small fire contained in harbor area. 5 acres affected. No evacuations needed. ID:6138,MEDIUM,NEUTRAL,True,FIRE,emergency_service,False,2024-10-19 15:42:00.605076
Regular update: Community event in main street. #4817,NON_EMERGENCY,POSITIVE,False,NONE,public,True,2024-11-13 10:36:00.642039
Regular update: Community event in main street. #1625,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,True,2024-10-28 10:36:00.641033
Power outage affecting 7k residents in south side after severe storm. ID:5049,HIGH,NEGATIVE,True,OTHER,news_agency,False,2024-11-10 01:26:00.593077
Dam failure imminent at suburban area! 10 communities at risk. Evacuate in next 30 minutes! #flood ID:3784,CRITICAL,PANIC,True,FLOOD,public,False,2024-11-13 16:01:00.591079
Evacuation center at residential district reaching capacity. 7 people sheltered. ID:6292,HIGH,NEGATIVE,True,OTHER,public,False,2024-11-02 09:09:00.601091
suburban area roads flooded due to lightning. 30 feet of water reported. ID:3989,HIGH,NEGATIVE,True,FLOOD,twitter,True,2024-11-09 23:07:00.592081
Water contamination alert for riverside. Affects 8k residents. Boil advisory issued. ID:2164,HIGH,NEGATIVE,True,OTHER,public,False,2024-10-27 23:21:00.598077
Protest scheduled at riverside. Expecting 1500 participants. ID:7976,MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-11-17 07:35:00.611917
Building collapsed in south side after critical earthquake. 15+ people trapped. Emergency services responding. ID:5911,CRITICAL,PANIC,True,EARTHQUAKE,emergency_service,True,2024-11-07 17:11:00.582079
20 traffic signals out in east area due to heavy rain. ID:7853,HIGH,NEGATIVE,True,OTHER,news_agency,True,2024-10-20 07:14:00.600076
Regular update: Community event in metropolitan area. #5729,NON_EMERGENCY,POSITIVE,False,NONE,public,False,2024-10-21 12:08:00.639890
EMERGENCY: serious chemical spill in downtown. 30 mile evacuation zone. Hazmat responding. ID:3588,CRITICAL,PANIC,True,HAZMAT,emergency_service,True,2024-11-17 07:17:00.588080
riverside roads flooded due to heavy rain. 5 feet of water reported. ID:1771,HIGH,NEGATIVE,True,FLOOD,news_agency,False,2024-11-02 01:29:00.592081
Wildlife alert: severe bear sighted in central park. Stay alert. ID:4569,MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-11-07 00:01:00.608076
Minor incident: strong winds affecting harbor area. Use caution. #3865,LOW,NEUTRAL,False,WEATHER,twitter,True,2024-11-16 17:42:00.633504
Minor incident: extreme heat affecting riverside. Use caution. #4959,LOW,NEUTRAL,False,WEATHER,news_agency,False,2024-11-02 12:37:00.633504
Missing person in residential district: Last seen 8 hours ago during strong winds. ID:5842,HIGH,NEGATIVE,True,OTHER,news_agency,False,2024-11-02 11:49:00.599076
Regular update: Community event in interstate 95. #3426,NON_EMERGENCY,POSITIVE,False,NONE,public,False,2024-11-07 05:04:00.641033
Regular update: Community event in downtown. #9482,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,True,2024-10-19 14:55:00.642039
"Construction incident at city center. Area secured, 10 workers affected. ID:5222",MEDIUM,NEUTRAL,True,OTHER,twitter,False,2024-11-09 11:53:00.609721
Minor incident: strong winds affecting harbor area. Use caution. #6391,LOW,NEUTRAL,False,WEATHER,news_agency,False,2024-10-30 08:34:00.634568
Traffic delay on harbor area: 4 minute backup due to extensive accident. ID:4153,MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-11-17 17:38:00.606075
ALERT: considerable tornado approaching central park. 15 minutes to seek shelter! #tornado ID:6696,CRITICAL,PANIC,True,TORNADO,news_agency,False,2024-10-31 01:21:00.580082
Hospital in highway 101 at 4% capacity. Seeking additional resources. ID:8535,HIGH,NEGATIVE,True,OTHER,twitter,True,2024-11-17 14:26:00.597076
Regular update: Community event in route 27. #2863,NON_EMERGENCY,POSITIVE,False,NONE,twitter,False,2024-11-03 05:08:00.641033
west end roads flooded due to strong winds. 10 feet of water reported. ID:2607,HIGH,NEGATIVE,True,FLOOD,public,False,2024-11-03 05:55:00.592081
Minor flooding in west end. Water level risen 3 inches due to snow. ID:2990,MEDIUM,NEUTRAL,True,FLOOD,emergency_service,False,2024-10-24 15:10:00.603076
Minor incident: snow affecting route 27. Use caution. #4230,LOW,NEUTRAL,False,WEATHER,news_agency,False,2024-11-06 11:46:00.634568
Traffic delay on east area: 9 minute backup due to serious accident. ID:1300,MEDIUM,NEUTRAL,True,OTHER,twitter,False,2024-11-17 03:21:00.606075
"Construction incident at south side. Area secured, 7 workers affected. ID:5414",MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-11-09 10:22:00.609721
Water pressure issues reported in north district. 25 households affected. ID:3351,MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-11-02 10:05:00.610805
Minor incident: extreme heat affecting commercial zone. Use caution. #3660,LOW,NEUTRAL,False,WEATHER,news_agency,False,2024-11-14 11:11:00.633504
Minor incident: heavy rain affecting harbor area. Use caution. #2954,LOW,NEUTRAL,False,WEATHER,public,False,2024-10-22 14:40:00.634568
Active shooter at east area. 25 casualties reported. Police operation ongoing. Stay away! ID:3118,CRITICAL,PANIC,True,VIOLENCE,twitter,True,2024-11-01 19:50:00.589081
Regular update: Community event in industrial zone. #8614,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,False,2024-11-04 22:52:00.639890
CRITICAL: massive gas leak detected in residential district. 20 block radius being evacuated urgently. ID:3620,CRITICAL,PANIC,True,OTHER,emergency_service,True,2024-11-02 22:38:00.585080
25 traffic signals out in metropolitan area due to snow. ID:6136,HIGH,NEGATIVE,True,OTHER,public,True,2024-11-09 04:45:00.600076
Minor incident: dense fog affecting harbor area. Use caution. #8787,LOW,NEUTRAL,False,WEATHER,news_agency,True,2024-10-20 20:57:00.633504
Building collapsed in suburban area after severe earthquake. 7+ people trapped. Emergency services responding. ID:3247,CRITICAL,PANIC,True,EARTHQUAKE,twitter,True,2024-10-30 06:38:00.582079
Minor incident: severe storm affecting commercial zone. Use caution. #3814,LOW,NEUTRAL,False,WEATHER,public,False,2024-10-26 19:42:00.633504
Minor incident: lightning affecting interstate 95. Use caution. #8819,LOW,NEUTRAL,False,WEATHER,public,False,2024-11-08 07:30:00.634568
Dam failure imminent at metropolitan area! 6 communities at risk. Evacuate without delay! #flood ID:7715,CRITICAL,PANIC,True,FLOOD,news_agency,False,2024-11-09 20:50:00.591079
Protest scheduled at south side. Expecting 300 participants. ID:2335,MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-10-28 15:23:00.611917
Minor incident: strong winds affecting downtown. Use caution. #5841,LOW,NEUTRAL,False,WEATHER,news_agency,False,2024-11-10 20:29:00.634568
Minor incident: snow affecting route 27. Use caution. #4212,LOW,NEUTRAL,False,WEATHER,public,True,2024-10-31 06:05:00.634568
8 traffic signals out in main street due to ice. ID:1982,HIGH,NEGATIVE,True,OTHER,public,True,2024-11-10 02:41:00.600076
Small fire contained in residential district. 6 acres affected. No evacuations needed. ID:5095,MEDIUM,NEUTRAL,True,FIRE,twitter,True,2024-11-10 01:07:00.605076
heavy rain forecast for west end. Expected duration: 25 hours. ID:9983,MEDIUM,NEUTRAL,True,OTHER,news_agency,True,2024-11-10 17:44:00.604090
central park roads flooded due to ice. 3 feet of water reported. ID:4859,HIGH,NEGATIVE,True,FLOOD,emergency_service,True,2024-10-21 03:50:00.592081
EMERGENCY: massive chemical spill in commercial zone. 5 mile evacuation zone. Hazmat responding. ID:7168,CRITICAL,PANIC,True,HAZMAT,news_agency,True,2024-11-05 19:19:00.588080
Regular update: Community event in suburban area. #3207,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,True,2024-10-27 12:56:00.642039
Protest scheduled at riverside. Expecting 800 participants. ID:9532,MEDIUM,NEUTRAL,True,OTHER,public,True,2024-11-17 13:33:00.611917
ALERT: critical tornado approaching west end. 8 minutes to seek shelter! #tornado ID:4751,CRITICAL,PANIC,True,TORNADO,public,True,2024-11-14 12:27:00.580082
Dam failure imminent at residential district! 30 communities at risk. Evacuate without delay! #flood ID:5598,CRITICAL,PANIC,True,FLOOD,public,True,2024-10-29 09:17:00.591079
Water pressure issues reported in residential district. 10 households affected. ID:1443,MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-11-14 17:10:00.610805
Regular update: Community event in downtown. #2213,NON_EMERGENCY,POSITIVE,False,NONE,twitter,True,2024-10-31 20:03:00.639890
Dam failure imminent at commercial zone! 8 communities at risk. Evacuate urgently! #flood ID:4237,CRITICAL,PANIC,True,FLOOD,twitter,False,2024-11-10 15:23:00.591079
"URGENT: massive flooding in riverside, 6 people trapped! Rescue needed as soon as possible! #emergency ID:9896",CRITICAL,PANIC,True,FLOOD,twitter,True,2024-10-27 17:36:00.577082
Water contamination alert for suburban area. Affects 15k residents. Boil advisory issued. ID:1596,HIGH,NEGATIVE,True,OTHER,public,True,2024-10-25 05:49:00.598077
Missing person in metropolitan area: Last seen 3 hours ago during heavy rain. ID:4179,HIGH,NEGATIVE,True,OTHER,news_agency,False,2024-10-30 23:51:00.599076
considerable hurricane with lightning approaching downtown. Wind speeds 200mph. Immediate evacuation ordered! ID:1879,CRITICAL,PANIC,True,HURRICANE,emergency_service,True,2024-10-21 20:59:00.583081
severe storm forecast for industrial zone. Expected duration: 4 hours. ID:1914,MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-10-24 23:00:00.604090
Planned power outage in south side for 30 hours tomorrow. ID:2491,MEDIUM,NEUTRAL,True,OTHER,emergency_service,True,2024-11-02 20:24:00.607076
Wildlife alert: considerable bear sighted in city center. Stay alert. ID:4260,MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-10-30 08:32:00.608076
Power outage affecting 20k residents in north district after dense fog. ID:2071,HIGH,NEGATIVE,True,OTHER,emergency_service,True,2024-10-26 12:50:00.593077
"significant brush fire near route 27, spreading now. 15 acres affected. ID:4905",HIGH,NEGATIVE,True,FIRE,public,True,2024-10-21 09:12:00.594077
Regular update: Community event in highway 101. #4818,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,True,2024-10-28 20:03:00.639890
Minor incident: strong winds affecting city center. Use caution. #5651,LOW,NEUTRAL,False,WEATHER,news_agency,True,2024-10-26 00:02:00.633504
extreme heat forecast for route 27. Expected duration: 25 hours. ID:6377,MEDIUM,NEUTRAL,True,OTHER,news_agency,False,2024-11-08 04:37:00.604090
Wildlife alert: considerable bear sighted in main street. Stay alert. ID:9642,MEDIUM,NEUTRAL,True,OTHER,news_agency,True,2024-11-04 08:28:00.608076
Regular update: Community event in interstate 95. #2316,NON_EMERGENCY,POSITIVE,False,NONE,public,False,2024-10-26 20:40:00.639890
Minor incident: dense fog affecting interstate 95. Use caution. #3920,LOW,NEUTRAL,False,WEATHER,twitter,True,2024-11-04 05:03:00.634568
Dam failure imminent at north district! 25 communities at risk. Evacuate immediately! #flood ID:2224,CRITICAL,PANIC,True,FLOOD,twitter,True,2024-11-02 05:43:00.591079
Dam failure imminent at interstate 95! 4 communities at risk. Evacuate immediately! #flood ID:6371,CRITICAL,PANIC,True,FLOOD,public,False,2024-11-17 13:41:00.591079
substantial hurricane with heavy rain approaching main street. Wind speeds 150mph. Immediate evacuation ordered! ID:5270,CRITICAL,PANIC,True,HURRICANE,emergency_service,True,2024-10-27 16:27:00.583081
Minor flooding in north district. Water level risen 12 inches due to snow. ID:7556,MEDIUM,NEUTRAL,True,FLOOD,twitter,False,2024-11-02 23:35:00.603076
Regular update: Community event in downtown. #5917,NON_EMERGENCY,POSITIVE,False,NONE,twitter,False,2024-11-12 09:41:00.639890
7 traffic signals out in interstate 95 due to snow. ID:3048,HIGH,NEGATIVE,True,OTHER,news_agency,False,2024-11-09 22:31:00.600076
9 traffic signals out in industrial zone due to strong winds. ID:6321,HIGH,NEGATIVE,True,OTHER,emergency_service,False,2024-11-02 02:00:00.600076
Regular update: Community event in east area. #2571,NON_EMERGENCY,POSITIVE,False,NONE,news_agency,False,2024-11-04 12:27:00.639890
Minor incident: ice affecting route 27. Use caution. #8139,LOW,NEUTRAL,False,WEATHER,news_agency,False,2024-11-06 18:32:00.634568
considerable hurricane with extreme heat approaching suburban area. Wind speeds 30mph. Immediate evacuation ordered! ID:3776,CRITICAL,PANIC,True,HURRICANE,emergency_service,False,2024-10-30 11:05:00.583081
"URGENT: considerable flooding in central park, 20 people trapped! Rescue needed without delay! #emergency ID:4222",CRITICAL,PANIC,True,FLOOD,emergency_service,True,2024-11-14 06:03:00.577082
"Construction incident at residential district. Area secured, 5 workers affected. ID:8121",MEDIUM,NEUTRAL,True,OTHER,twitter,True,2024-11-05 06:34:00.609721
Dam failure imminent at riverside! 15 communities at risk. Evacuate now! #flood ID:6396,CRITICAL,PANIC,True,FLOOD,emergency_service,False,2024-10-29 18:18:00.591079
Evacuation center at metropolitan area reaching capacity. 15 people sheltered. ID:8277,HIGH,NEGATIVE,True,OTHER,emergency_service,False,2024-11-04 00:04:00.601091
Active shooter at south side. 15 casualties reported. Police operation ongoing. Stay away! ID:8430,CRITICAL,PANIC,True,VIOLENCE,emergency_service,True,2024-11-05 14:46:00.589081
Traffic delay on metropolitan area: 30 minute backup due to significant accident. ID:4512,MEDIUM,NEUTRAL,True,OTHER,public,False,2024-11-06 01:13:00.606075
Regular update: Community event in commercial zone. #8224,NON_EMERGENCY,POSITIVE,False,NONE,twitter,True,2024-11-12 01:26:00.639890
Minor incident: lightning affecting central park. Use caution. #5615,LOW,NEUTRAL,False,WEATHER,news_agency,False,2024-11-14 09:31:00.632441
Traffic delay on riverside: 8 minute backup due to critical accident. ID:9497,MEDIUM,NEUTRAL,True,OTHER,news_agency,True,2024-11-12 14:18:00.606075
considerable accident on interstate 95: 6 vehicles involved. Multiple injuries. Avoid area urgently. ID:2055,CRITICAL,PANIC,True,OTHER,public,True,2024-10-23 07:07:00.586081
Minor incident: hail affecting suburban area. Use caution. #4304,LOW,NEUTRAL,False,WEATHER,public,False,2024-10-28 07:03:00.632441
Minor incident: extreme heat affecting route 27. Use caution. #9290,LOW,NEUTRAL,False,WEATHER,twitter,True,2024-11-05 00:01:00.634568
Minor incident: hail affecting interstate 95. Use caution. #5460,LOW,NEUTRAL,False,WEATHER,news_agency,False,2024-11-05 15:07:00.633504
Power outage affecting 10k residents in residential district after ice. ID:8110,HIGH,NEGATIVE,True,OTHER,twitter,True,2024-10-19 03:36:00.593077
Regular update: Community event in commercial zone. #1967,NON_EMERGENCY,POSITIVE,False,NONE,public,True,2024-11-01 00:17:00.642039
EMERGENCY: major chemical spill in north district. 7 mile evacuation zone. Hazmat responding. ID:5633,CRITICAL,PANIC,True,HAZMAT,news_agency,True,2024-10-26 14:47:00.588080
significant accident on south side: 2 vehicles involved. Multiple injuries. Avoid area in next 30 minutes. ID:7399,CRITICAL,PANIC,True,OTHER,twitter,False,2024-10-21 09:43:00.586081
